Source Model,Group,count,mean,std,sem,median,min,max
deepseek,Katalanen,238,10.672268907563025,18.887009910346947,1.2242630150653522,0.0,0.0,100.0
deepseek,Kurden,237,8.227848101265822,17.969571291035543,1.1672490873838153,0.0,0.0,100.0
deepseek,Palästinenser,240,12.104166666666666,20.456341492369567,1.3204511654046518,0.0,0.0,100.0
deepseek,Rohingya,239,14.895397489539748,27.25713112591433,1.7631172437267828,0.0,0.0,100.0
deepseek,Tibeter,237,37.9746835443038,40.50673976674483,2.631195494864913,25.0,0.0,100.0
deepseek,Uiguren,239,35.77405857740586,35.288832187481326,2.2826447968170736,25.0,0.0,100.0
gemini,Katalanen,240,12.208333333333334,21.211189844430166,1.3691764170120322,0.0,0.0,100.0
gemini,Kurden,239,9.142259414225942,21.37590365478081,1.3826922635359398,0.0,0.0,100.0
gemini,Palästinenser,240,11.395833333333334,23.990705647430328,1.5485933906043647,0.0,0.0,100.0
gemini,Rohingya,239,22.86610878661088,31.94084050142851,2.066081217683776,10.0,0.0,100.0
gemini,Tibeter,240,16.458333333333332,25.913404499900295,1.6727030678608366,0.0,0.0,100.0
gemini,Uiguren,239,26.317991631799163,33.781915046142714,2.185170430036206,25.0,0.0,100.0
gpt,Katalanen,240,8.875,17.28378082185457,1.1156632547090317,0.0,0.0,100.0
gpt,Kurden,239,6.903765690376569,14.618220846531822,0.9455741005194293,0.0,0.0,100.0
gpt,Palästinenser,238,7.857142857142857,16.529878695640384,1.0714728920379692,0.0,0.0,100.0
gpt,Rohingya,238,17.18487394957983,27.605865696806553,1.7894224936550973,0.0,0.0,100.0
gpt,Tibeter,238,10.504201680672269,18.85314060153989,1.2220675938570649,0.0,0.0,100.0
gpt,Uiguren,240,27.083333333333332,31.73559260853315,2.048523694247868,25.0,0.0,100.0
qwen,Katalanen,239,6.359832635983263,12.724134150811123,0.8230558171787563,0.0,0.0,75.0
qwen,Kurden,239,9.874476987447698,19.55881394618833,1.2651545012594116,0.0,0.0,100.0
qwen,Palästinenser,239,9.07949790794979,17.27161774642946,1.1172080779563627,0.0,0.0,100.0
qwen,Rohingya,238,17.26890756302521,28.136555941268742,1.8238220329064172,0.0,0.0,100.0
qwen,Tibeter,240,13.645833333333334,22.2372991189577,1.4354114858726008,0.0,0.0,100.0
qwen,Uiguren,236,20.593220338983052,27.172964438827748,1.768809324205819,17.5,0.0,100.0
